"ASBR07A","ASBR07B","ASBR07C","ASBR07D","ASBR07E","ASBR07F","ASBR07G","ASBR07H","ASRREA01","ASRREA02","ASRREA03","ASRREA04","ASRREA05"
"2","2","2","3","2","2","3","2",459.06627,423.99156,455.00822,461.96025,485.14013
"2","1","4","1","1","1","1","1",492.27843,505.91835,522.6541,536.72424,488.84593
"1","1","4","1","1","1","2","1",519.16633,525.53772,483.0743,468.57619,450.71248
"2","1","4","1","1","2","1","2",525.74634,540.61729,554.61729,484.44149,575.38744
"2","1","4","2","1","1","1","1",633.06073,637.27029,662.178,625.81847,615.64447
"3","3","2","4","3","3","4","2",599.25015,610.93929,583.37162,594.89758,634.0186
"3","4","2","3","3","2","4","3",598.05768,586.67065,583.05913,568.52096,561.71649
"3","3","2","2","3","2","3","2",661.42322,673.05365,636.78789,610.96653,618.3731
"2","3","1","3","4","2","3","3",549.88374,523.88736,490.02417,549.65426,547.11329
"2","1","3","1","2","1","1","2",541.8665,589.43204,579.6554,584.81366,554.6289
"2","1","4","1","1","1","1","1",664.62885,588.54088,634.72271,677.342,624.82097
"2","1","4","1","1","1","3","2",590.37395,548.88213,606.15698,655.65374,584.91924
"2","2","3","3","3","2","2","2",518.94691,489.98603,534.43073,563.08763,530.15932
"4","3","2","3","3","3","3","2",534.23539,562.61295,536.27078,556.18553,504.09634
"3","2","3","2","2","4","3","3",685.40175,606.12089,637.35947,664.04022,624.82097
"1","1","4","1","1","1","2","2",558.42032,575.30719,569.36817,587.95976,560.31601
"1","1","3","4","3","2","2","2",500.2691,475.52004,482.79206,456.72388,487.37182
"2","1","3","2","2","2","2","1",539.92743,566.6971,511.31395,624.36192,599.31812
"1","2","2","3","3","1","1","1",536.97002,573.46819,508.41327,511.25865,516.09748
"2","1","4","1","1","1","1","1",573.45691,560.98918,495.09653,539.96817,522.60094
"2","3","2","3","3","2","3","2",621.09411,565.99253,582.5708,573.51704,572.75071
"2","1","3","1","2","2","2","1",633.64114,639.84395,639.29624,589.15428,576.02203
"2","1","4","1","1","1","1","1",526.12534,528.48621,526.39759,512.13067,538.1051
"2","1","3","2","2","1","2","1",616.75758,565.87639,582.51462,586.01546,555.89008
"3","2","3","3","2","2","2","2",626.10895,578.97709,607.84938,623.8985,606.94553
"2","2","3","2","2","3","1","1",746.72837,679.17993,652.16539,623.88977,695.3906
"2","2","3","2","1","1","1","2",525.07087,528.48621,556.32584,521.3084,504.18209
"1","2","3","3","2","1","1","2",465.49555,501.52715,431.26801,478.6985,487.77553
"2","1","4","1","1","1","3","1",551.15467,600.44183,605.64549,595.99767,592.47813
"2","2","3","3","2","1","3","1",569.18002,544.80865,606.15698,594.84596,557.77621
"2","2","4","1","1","2","2","1",537.00951,576.99781,557.48196,597.04891,616.32347
"2","1","4","1","1","1","2","1",704.57194,692.35139,774.09463,692.90103,708.28798
"2","2","3","2","2","1","1","2",636.72617,618.22466,631.89106,611.4827,621.08163
"3","3","3","3","3","3","2","2",494.37861,437.45589,482.66684,492.8252,465.91827
"1","1","4","1","1","1","1","1",622.49104,600.19691,570.54486,636.92459,574.69613
"1","2","4","1","1","1","1","1",514.80782,537.76698,505.17417,589.1665,546.65327
"1","2","3","2","1","1","1","2",631.16481,628.55463,559.58038,582.67311,599.7845
"2","2","3","2","2","2","2","2",710.61804,676.95429,652.16539,736.92078,680.78443
"1","2","3","3","3","2","2","2",424.46645,400.82388,409.28544,422.26059,407.77195
"2","2","3","3","2","2","2","2",493.96968,529.55759,487.66584,563.31015,550.70185
"2","1","4","1","1","1","1","1",582.41208,592.32055,555.80335,592.63459,571.27495
"2","3","3","3","2","2","2","2",655.75693,632.5633,640.78573,638.34389,615.40087
"3","2","3","3","2","2","2","1",595.19614,657.11465,659.82966,652.7355,657.894
"1","2","3","2","2","1","1","1",474.65742,501.52715,495.70679,470.18383,481.64665
"2","1","4","1","1","2","3","2",624.26971,641.50088,592.80072,644.531,588.57119
"2","3","2","3","3","2","2","1",538.81566,525.52355,520.45135,529.08016,530.19358
"1","1","3","1","1","1","1","1",558.21006,508.29659,579.8756,550.69554,555.56073
"1","3","1","3","4","2","2","2",649.1755,609.28041,613.71073,637.67334,579.04134
"2","2","3","2","1","1","2","2",499.31295,547.60321,529.59091,467.48174,508.9903
"1","2","4","1","1","2","2","4",499.12619,529.89082,538.17267,471.55232,550.65734
"2","2","4","1","1","1","1","1",442.64028,461.13539,451.12346,406.36367,478.78642
"2","2","1","2","3","2","2","2",546.58681,564.24574,484.38249,543.5778,558.67297
"1","3","3","2","2","2","1","1",578.91711,634.29079,591.67753,564.06147,572.01047
"4","3","2","3","2","3","2","2",696.23422,623.92179,645.23744,751.62421,694.6918
"2","2","4","1","1","1","1","2",586.18815,602.05419,578.99431,592.51337,586.37776
"1","2","4","1","1","1","1","2",455.22273,441.24173,410.49557,481.99559,468.26904
"1","2","4","1","1","1","2","1",550.61762,524.07159,543.00859,534.93955,524.7755
"1","3","1","3","3","1","1","1",649.1755,602.65956,578.74922,615.22289,545.53783
"2","2","3","3","2","2","1","1",614.54423,526.66887,551.65065,526.7095,557.63128
"1","4","1","2","3","4","3","2",447.52771,433.07691,411.48387,456.69935,472.47845
"2","1","4","1","1","1","3","1",624.26971,641.50088,636.31931,541.79177,680.88577
"2","2","4","2","1","2","2","1",558.4938,587.18801,571.49529,595.99767,594.04589
"4","4","3","4","1","2","3","1",524.29028,526.19135,527.42416,509.97996,544.40209
"1","2","3","2","2","2","1","1",647.38756,610.4169,599.53205,615.22289,596.92591
"2","3","3","3","2","2","2","2",529.15928,515.37113,516.00088,548.54114,541.90639
"2","3","3","4","1","1","2","1",489.89563,502.88781,505.96707,482.27128,538.80759
"1","1","4","1","1","1","1","1",580.42986,597.60373,610.15081,656.88737,618.68122
"2","2","3","4","2","1","1","1",671.87485,590.93801,587.24887,701.37187,624.16751
"2","2","3","2","2","2","1","1",656.59278,661.04354,687.79027,659.43324,616.32717
"2","2","1","4","4","2","4","4",538.22722,553.69047,576.22975,589.31286,542.96757
"3","3","2","3","2","3","2","3",564.27265,589.74792,501.96223,550.4685,522.60094
"1","3","2","2","3","1","1","1",569.77346,654.221,627.89147,556.12251,587.24836
"2","2","3","2","2","2","2","2",400.83201,383.80241,403.55208,432.99238,439.79088
"2","2","3","2","3","2","2","2",561.29132,572.92577,612.44143,533.55473,592.92277
"2","1","3","3","2","2","2","2",615.04057,627.63882,591.44417,587.7863,534.8904
"3","4","1","4","3","4","3","3",465.15909,450.38777,433.84345,366.99319,348.24608
"1","3","3","3","2","1","1","1",595.40508,550.97088,539.73646,557.10733,564.46625
"2","1","3","2","2","1","1","1",616.75758,565.87639,568.13395,554.56577,541.21375
"3","2","4","2","2","2","2","3",543.92159,551.6316,538.68087,496.77046,532.00627
"3","4","4","2","2","3","2","2",536.24743,525.10888,496.00128,526.15432,530.19358
"2","2","3","2","2","2","3","3",707.20031,692.35139,596.71008,679.04592,620.22364
"3","2","3","3","3","2","1","1",543.99487,564.24574,511.31395,520.88142,573.8525
"2","1","4","2","2","2","2","2",574.93434,575.94614,569.36817,569.62166,559.97395
"3","2","2","3","2","2","2","2",525.80913,511.40353,519.99646,484.04972,512.1213
"2","1","4","1","1","1","1","1",654.01885,595.55041,627.64298,664.04022,593.97563
"2","1","1","1","3","2","1","2",535.44221,537.48714,544.19053,529.08016,614.0804
"2","4","1","1","3","2","3","1",600.53971,599.48166,649.68205,584.14393,666.81469
"2","1","4","1","2","1","1","1",600.09293,595.81895,610.37594,675.89899,626.98025
"1","2","4","2","2","1","1","1",518.0045,474.969,493.41802,491.94753,487.54926
"3","1","3","3","2","3","1","1",746.72837,623.92179,637.35947,656.27389,646.8249
"1","1","4","1","1","1","1","1",580.29196,590.91644,563.12055,591.24166,590.78226
"2","1","2","2","2","1","2","2",457.20048,455.67537,472.42848,448.48747,430.69951
"4","4","2","4","3","4","4","4",599.25015,623.82855,610.4457,664.43435,638.10247
"1","2","2","3","2","2","4","2",559.04693,560.41493,524.55456,566.19155,564.70113
"2","3","2","3","3","2","3","2",594.76442,580.30243,604.67263,589.69191,638.09098
"2","2","4","2","2","2","2","2",444.82737,469.86121,488.28443,435.62888,430.69951
"1","2","4","3","1","1","1","1",719.0384,655.17439,626.62896,717.12058,648.3661
"1","2","4","2","1","2","1","2",546.51201,589.27143,553.34696,593.43456,579.47182
"1","3","4","2","2","2","3","4",499.12619,486.01987,493.62052,526.42837,478.04485
"1","3","3","3","2","1","1","1",516.92398,494.63098,487.7215,529.02546,460.73835
"3","3","2","3","3","3","3","3",534.23539,511.93619,506.26618,516.98563,535.79167
"3","4","1","4","4","1","4","4",604.78953,613.18547,547.7236,587.46771,534.8904
"1","2","3","2","1","2","2","2",573.60845,552.74755,576.70008,588.4162,580.49679
"2","2","3","2","2","1","2","1",631.48936,599.42744,578.20408,580.49232,588.9109
"1","1","1","1","2","1","1","1",584.28256,598.83573,571.09288,590.13973,588.01753
"2","1","4","1","1","1","1","2",478.73352,441.24173,504.64159,491.41144,484.35661
"2","2","3","3","2","1","2","1",619.40865,492.30214,589.2621,636.95866,577.15367
"2","2","1","3","3","2","2","3",611.5628,607.19648,637.86303,592.36834,627.12948
"4","2","4","2","2","2","1","2",546.31549,551.6316,559.14452,437.61044,562.91141
"2","2","3","2","2","2","2","2",566.67224,535.25462,519.25727,616.28213,525.73554
"2","2","3","3","2","1","2","2",535.25098,526.08219,571.77084,543.28917,553.56003
"2","2","1","4","4","2","3","2",550.80356,514.83077,542.85301,547.07586,532.40937
"2","3","2","3","2","2","3","3",660.01448,576.50067,614.81952,619.69028,600.4476
"2","1","4","1","1","1","1","1",526.12534,516.42105,455.89774,502.94546,523.53165
"2","1","3","1","2","1","1","2",570.24497,601.49401,609.1443,638.57729,583.95612
"1","1","4","2","2","1","1","1",547.13547,573.24976,552.45436,589.76519,509.02999
"2","2","4","2","1","1","1","1",569.31843,600.17853,565.40068,581.2846,552.49424
"2","1","3","1","2","2","2","1",610.53724,557.53052,551.84368,566.24554,625.8523
"3","4","1","4","4","3","4","4",538.22722,525.10888,502.80113,537.18982,524.7755
"3","3","4","2","2","2","2","2",588.03512,640.03218,661.64296,597.0407,651.61957
"2","2","2","3","2","2","3","2",558.62722,580.94456,604.67263,600.69118,601.0944
"1","2","3","3","1","1","1","1",563.32291,622.0146,588.25404,620.08072,511.14916
"2","2","2","2","2","2","2","2",524.82295,530.76514,556.32584,543.86765,500.30571
"2","2","2","3","2","2","2","2",594.70417,564.21566,597.12844,550.65962,563.21276
"2","3","2","3","2","2","2","3",556.34874,591.8683,523.596,579.44981,503.00973
"4","1","4","2","1","1","1","1",545.30417,575.90896,581.8953,595.50962,591.45173
"2","3","2","3","2","2","2","3",655.57536,724.30835,692.54726,625.77834,726.28754
"2","2","3","2","2","1","2","2",559.49178,575.30719,569.36817,611.25258,600.14636
"2","1","3","2","2","2","2","2",623.16976,576.31306,607.94414,655.65374,606.94553
"2","2","3","3","3","2","2","2",551.98666,553.67599,538.90404,538.64874,543.54523
"2","2","4","2","2","1","2","1",612.77949,594.23616,624.50811,631.0027,575.21461
"2","4","2","3","3","2","2","2",538.81566,508.6786,502.80113,501.43235,514.38663
"2","2","3","2","2","2","2","2",665.18656,553.15267,612.1914,584.60407,567.90127
"1","2","2","3","2","2","2","2",626.39717,647.56883,631.52486,592.36834,648.09706
"2","1","4","2","1","1","1","1",669.82098,622.30111,645.0441,612.49996,611.12838
"2","1","4","1","2","1","2","1",551.50487,570.91999,588.99077,572.88632,571.50932
"1","1","3","2","2","1","3","1",535.92838,511.07492,528.63708,512.13067,510.36666
"2","2","3","2","1","1","1","1",549.61211,550.8115,594.66135,552.24745,564.5603
"3","3","2","3","3","1","3","1",494.72982,474.2863,518.43411,572.51918,591.35942
"4","2","2","3","3","2","1","1",601.0733,592.75268,501.96223,571.40164,600.20995
"4","4","2","4","2","3","4","4",552.49542,611.08788,607.14661,544.72787,620.18969
"1","1","3","3","2","2","2","2",441.40171,488.88486,522.30797,453.62776,430.69951
"3","2","3","3","2","2","2","2",607.90123,586.54167,608.69588,568.92505,526.852
"2","4","3","3","2","2","2","2",524.29028,540.9726,507.65412,505.06517,516.91126
"3","3","2","3","3","2","2","2",549.15209,558.04655,511.75455,571.99007,564.70113
